
1 threadCount:
C: 54.04%, D: 45.96% | Est. Population: 8192
C: 64.32%, D: 35.68% | Est. Population: 8192
C: 64.72%, D: 35.28% | Est. Population: 8192
C: 64.64%, D: 35.36% | Est. Population: 8192
C: 64.32%, D: 35.68% | Est. Population: 8192
C: 64.60%, D: 35.40% | Est. Population: 8192
C: 64.80%, D: 35.20% | Est. Population: 8192
C: 64.72%, D: 35.28% | Est. Population: 8192
C: 64.84%, D: 35.16% | Est. Population: 8192
C: 64.44%, D: 35.56% | Est. Population: 8192
C: 64.40%, D: 35.60% | Est. Population: 8192
C: 64.36%, D: 35.64% | Est. Population: 8192
C: 64.48%, D: 35.52% | Est. Population: 8192
C: 64.00%, D: 36.00% | Est. Population: 8192
C: 63.60%, D: 36.40% | Est. Population: 8192
C: 63.92%, D: 36.08% | Est. Population: 8192
C: 64.32%, D: 35.68% | Est. Population: 8192
C: 64.16%, D: 35.84% | Est. Population: 8192
C: 64.12%, D: 35.88% | Est. Population: 8192
C: 64.36%, D: 35.64% | Est. Population: 8192
C: 64.08%, D: 35.92% | Est. Population: 8192
C: 64.08%, D: 35.92% | Est. Population: 8192
C: 64.20%, D: 35.80% | Est. Population: 8192
C: 64.68%, D: 35.32% | Est. Population: 8192
C: 64.80%, D: 35.20% | Est. Population: 8192
C: 64.56%, D: 35.44% | Est. Population: 8192
C: 63.96%, D: 36.04% | Est. Population: 8192
C: 63.72%, D: 36.28% | Est. Population: 8192
C: 63.36%, D: 36.64% | Est. Population: 8192
C: 63.64%, D: 36.36% | Est. Population: 8192
C: 64.20%, D: 35.80% | Est. Population: 8192
C: 63.88%, D: 36.12% | Est. Population: 8192
C: 64.08%, D: 35.92% | Est. Population: 8192
C: 64.12%, D: 35.88% | Est. Population: 8192
C: 64.20%, D: 35.80% | Est. Population: 8192
C: 64.20%, D: 35.80% | Est. Population: 8192
C: 64.88%, D: 35.12% | Est. Population: 8192
C: 64.96%, D: 35.04% | Est. Population: 8192
C: 64.84%, D: 35.16% | Est. Population: 8192
C: 64.80%, D: 35.20% | Est. Population: 8192
C: 64.96%, D: 35.04% | Est. Population: 8192
C: 65.24%, D: 34.76% | Est. Population: 8192
C: 64.84%, D: 35.16% | Est. Population: 8192
C: 64.96%, D: 35.04% | Est. Population: 8192

2 threadCount:
C: 54.04%, D: 45.96% | Est. Population: 2048
C: 55.24%, D: 44.76% | Est. Population: 2048
C: 55.68%, D: 44.32% | Est. Population: 2048
C: 56.44%, D: 43.56% | Est. Population: 2048
C: 56.44%, D: 43.56% | Est. Population: 2048
C: 57.68%, D: 42.32% | Est. Population: 2048
C: 58.16%, D: 41.84% | Est. Population: 2048
C: 58.84%, D: 41.16% | Est. Population: 2048
C: 60.28%, D: 39.72% | Est. Population: 2048
C: 60.28%, D: 39.72% | Est. Population: 2048
C: 61.36%, D: 38.64% | Est. Population: 2048
C: 61.36%, D: 38.64% | Est. Population: 2048
C: 62.36%, D: 37.64% | Est. Population: 2048
C: 62.36%, D: 37.64% | Est. Population: 2048
C: 62.68%, D: 37.32% | Est. Population: 2048
C: 62.68%, D: 37.32% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 63.40%, D: 36.60% | Est. Population: 2048
C: 63.36%, D: 36.64% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.16%, D: 34.84% | Est. Population: 2048
C: 65.16%, D: 34.84% | Est. Population: 2048
C: 65.12%, D: 34.88% | Est. Population: 2048
C: 65.12%, D: 34.88% | Est. Population: 2048
C: 65.80%, D: 34.20% | Est. Population: 2048
C: 65.80%, D: 34.20% | Est. Population: 2048
C: 65.96%, D: 34.04% | Est. Population: 2048
C: 66.12%, D: 33.88% | Est. Population: 2048
C: 66.16%, D: 33.84% | Est. Population: 2048
C: 66.20%, D: 33.80% | Est. Population: 2048
C: 65.28%, D: 34.72% | Est. Population: 2048
C: 65.28%, D: 34.72% | Est. Population: 2048
C: 65.12%, D: 34.88% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.52%, D: 34.48% | Est. Population: 2048
C: 65.52%, D: 34.48% | Est. Population: 2048
C: 65.40%, D: 34.60% | Est. Population: 2048
C: 65.40%, D: 34.60% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.16%, D: 34.84% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.80%, D: 35.20% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.44%, D: 36.56% | Est. Population: 2048
C: 63.48%, D: 36.52% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.48%, D: 36.52% | Est. Population: 2048
C: 63.48%, D: 36.52% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 64.40%, D: 35.60% | Est. Population: 2048

4 threadCount:
C: 53.96%, D: 46.04% | Est. Population: 1024
C: 55.16%, D: 44.84% | Est. Population: 1024
C: 56.36%, D: 43.64% | Est. Population: 1024
C: 56.36%, D: 43.64% | Est. Population: 1024
C: 57.32%, D: 42.68% | Est. Population: 1024
C: 58.40%, D: 41.60% | Est. Population: 1024
C: 58.72%, D: 41.28% | Est. Population: 1024
C: 59.88%, D: 40.12% | Est. Population: 1024
C: 61.32%, D: 38.68% | Est. Population: 1024
C: 61.32%, D: 38.68% | Est. Population: 1024
C: 61.32%, D: 38.68% | Est. Population: 1024
C: 61.32%, D: 38.68% | Est. Population: 1024
C: 62.24%, D: 37.76% | Est. Population: 1024
C: 62.68%, D: 37.32% | Est. Population: 1024
C: 62.56%, D: 37.44% | Est. Population: 1024
C: 62.56%, D: 37.44% | Est. Population: 1024
C: 62.56%, D: 37.44% | Est. Population: 1024
C: 63.16%, D: 36.84% | Est. Population: 1024
C: 63.28%, D: 36.72% | Est. Population: 1024
C: 63.36%, D: 36.64% | Est. Population: 1024
C: 63.36%, D: 36.64% | Est. Population: 1024
C: 63.36%, D: 36.64% | Est. Population: 1024
C: 64.08%, D: 35.92% | Est. Population: 1024
C: 63.36%, D: 36.64% | Est. Population: 1024
C: 64.20%, D: 35.80% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.80%, D: 35.20% | Est. Population: 1024
C: 64.24%, D: 35.76% | Est. Population: 1024
C: 65.68%, D: 34.32% | Est. Population: 1024
C: 65.68%, D: 34.32% | Est. Population: 1024
C: 65.68%, D: 34.32% | Est. Population: 1024
C: 65.68%, D: 34.32% | Est. Population: 1024
C: 65.20%, D: 34.80% | Est. Population: 1024
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.80%, D: 35.20% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 64.92%, D: 35.08% | Est. Population: 2048
C: 65.04%, D: 34.96% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.72%, D: 35.28% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.44%, D: 36.56% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.68%, D: 35.32% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 64.80%, D: 35.20% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 64.52%, D: 35.48% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048

8 threadCount:
C: 54.08%, D: 45.92% | Est. Population: 512
C: 55.24%, D: 44.76% | Est. Population: 512
C: 55.44%, D: 44.56% | Est. Population: 512
C: 56.28%, D: 43.72% | Est. Population: 512
C: 57.32%, D: 42.68% | Est. Population: 512
C: 57.96%, D: 42.04% | Est. Population: 512
C: 58.80%, D: 41.20% | Est. Population: 512
C: 56.60%, D: 43.40% | Est. Population: 512
C: 59.72%, D: 40.28% | Est. Population: 512
C: 59.80%, D: 40.20% | Est. Population: 512
C: 60.28%, D: 39.72% | Est. Population: 512
C: 60.96%, D: 39.04% | Est. Population: 512
C: 59.80%, D: 40.20% | Est. Population: 512
C: 59.84%, D: 40.16% | Est. Population: 512
C: 59.84%, D: 40.16% | Est. Population: 512
C: 61.04%, D: 38.96% | Est. Population: 512
C: 62.12%, D: 37.88% | Est. Population: 512
C: 61.92%, D: 38.08% | Est. Population: 512
C: 62.04%, D: 37.96% | Est. Population: 512
C: 62.32%, D: 37.68% | Est. Population: 512
C: 62.32%, D: 37.68% | Est. Population: 512
C: 62.32%, D: 37.68% | Est. Population: 512
C: 62.72%, D: 37.28% | Est. Population: 512
C: 62.80%, D: 37.20% | Est. Population: 512
C: 63.20%, D: 36.80% | Est. Population: 512
C: 62.96%, D: 37.04% | Est. Population: 2048
C: 62.72%, D: 37.28% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 65.40%, D: 34.60% | Est. Population: 2048
C: 65.40%, D: 34.60% | Est. Population: 2048
C: 64.96%, D: 35.04% | Est. Population: 2048
C: 64.88%, D: 35.12% | Est. Population: 2048
C: 64.84%, D: 35.16% | Est. Population: 2048
C: 65.00%, D: 35.00% | Est. Population: 2048
C: 64.84%, D: 35.16% | Est. Population: 2048
C: 64.80%, D: 35.20% | Est. Population: 2048
C: 64.64%, D: 35.36% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 64.00%, D: 36.00% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 63.32%, D: 36.68% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.40%, D: 36.60% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.36%, D: 36.64% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 64.76%, D: 35.24% | Est. Population: 2048
C: 65.24%, D: 34.76% | Est. Population: 2048
C: 65.32%, D: 34.68% | Est. Population: 2048
C: 65.40%, D: 34.60% | Est. Population: 2048
C: 65.40%, D: 34.60% | Est. Population: 2048
C: 65.40%, D: 34.60% | Est. Population: 2048
C: 65.12%, D: 34.88% | Est. Population: 2048
C: 65.36%, D: 34.64% | Est. Population: 2048
C: 65.56%, D: 34.44% | Est. Population: 2048
C: 65.56%, D: 34.44% | Est. Population: 2048
C: 65.56%, D: 34.44% | Est. Population: 2048
C: 66.36%, D: 33.64% | Est. Population: 2048
C: 66.40%, D: 33.60% | Est. Population: 2048
C: 66.36%, D: 33.64% | Est. Population: 2048
C: 66.40%, D: 33.60% | Est. Population: 2048
C: 66.36%, D: 33.64% | Est. Population: 2048
C: 66.12%, D: 33.88% | Est. Population: 2048
C: 66.28%, D: 33.72% | Est. Population: 2048
C: 65.80%, D: 34.20% | Est. Population: 2048
C: 65.08%, D: 34.92% | Est. Population: 2048

16 threadCount:
C: 54.00%, D: 46.00% | Est. Population: 2048
C: 56.24%, D: 43.76% | Est. Population: 2048
C: 57.40%, D: 42.60% | Est. Population: 2048
C: 56.36%, D: 43.64% | Est. Population: 2048
C: 59.16%, D: 40.84% | Est. Population: 2048
C: 59.20%, D: 40.80% | Est. Population: 2048
C: 59.68%, D: 40.32% | Est. Population: 2048
C: 59.76%, D: 40.24% | Est. Population: 2048
C: 60.60%, D: 39.40% | Est. Population: 2048
C: 60.48%, D: 39.52% | Est. Population: 2048
C: 61.00%, D: 39.00% | Est. Population: 2048
C: 61.68%, D: 38.32% | Est. Population: 2048
C: 61.68%, D: 38.32% | Est. Population: 2048
C: 61.68%, D: 38.32% | Est. Population: 2048
C: 62.40%, D: 37.60% | Est. Population: 2048
C: 63.20%, D: 36.80% | Est. Population: 2048
C: 62.88%, D: 37.12% | Est. Population: 2048
C: 62.88%, D: 37.12% | Est. Population: 2048
C: 62.52%, D: 37.48% | Est. Population: 2048
C: 62.84%, D: 37.16% | Est. Population: 2048
C: 61.68%, D: 38.32% | Est. Population: 2048
C: 62.28%, D: 37.72% | Est. Population: 2048
C: 62.96%, D: 37.04% | Est. Population: 2048
C: 63.08%, D: 36.92% | Est. Population: 2048
C: 63.32%, D: 36.68% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 62.24%, D: 37.76% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 63.20%, D: 36.80% | Est. Population: 2048
C: 63.12%, D: 36.88% | Est. Population: 2048
C: 63.12%, D: 36.88% | Est. Population: 2048
C: 63.56%, D: 36.44% | Est. Population: 2048
C: 63.60%, D: 36.40% | Est. Population: 2048
C: 63.48%, D: 36.52% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.44%, D: 35.56% | Est. Population: 2048
C: 64.60%, D: 35.40% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.48%, D: 35.52% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.12%, D: 35.88% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 64.04%, D: 35.96% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 64.36%, D: 35.64% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 64.20%, D: 35.80% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 63.96%, D: 36.04% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.44%, D: 36.56% | Est. Population: 2048
C: 63.44%, D: 36.56% | Est. Population: 2048
C: 63.24%, D: 36.76% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.36%, D: 36.64% | Est. Population: 2048
C: 63.40%, D: 36.60% | Est. Population: 2048
C: 63.40%, D: 36.60% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.32%, D: 36.68% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.16%, D: 35.84% | Est. Population: 2048
C: 64.28%, D: 35.72% | Est. Population: 2048
C: 64.24%, D: 35.76% | Est. Population: 2048
C: 64.08%, D: 35.92% | Est. Population: 2048
C: 64.56%, D: 35.44% | Est. Population: 2048
C: 64.32%, D: 35.68% | Est. Population: 2048
C: 63.84%, D: 36.16% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.64%, D: 36.36% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.92%, D: 36.08% | Est. Population: 2048
C: 63.48%, D: 36.52% | Est. Population: 2048
C: 63.44%, D: 36.56% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.68%, D: 36.32% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.52%, D: 36.48% | Est. Population: 2048
C: 63.44%, D: 36.56% | Est. Population: 2048
C: 63.40%, D: 36.60% | Est. Population: 2048
C: 63.88%, D: 36.12% | Est. Population: 2048
C: 63.76%, D: 36.24% | Est. Population: 2048
C: 63.72%, D: 36.28% | Est. Population: 2048

32 threadCount:
C: 54.00%, D: 46.00% | Est. Population: 2048
C: 55.56%, D: 44.44% | Est. Population: 2048
C: 56.76%, D: 43.24% | Est. Population: 2048
C: 58.36%, D: 41.64% | Est. Population: 2048
C: 58.48%, D: 41.52% | Est. Population: 2048
C: 59.20%, D: 40.80% | Est. Population: 2048
C: 59.84%, D: 40.16% | Est. Population: 2048
C: 59.88%, D: 40.12% | Est. Population: 2048
C: 60.00%, D: 40.00% | Est. Population: 2048
C: 60.00%, D: 40.00% | Est. Population: 2048
C: 60.00%, D: 40.00% | Est. Population: 2048
C: 60.80%, D: 39.20% | Est. Population: 2048
C: 60.76%, D: 39.24% | Est. Population: 2048
C: 60.00%, D: 40.00% | Est. Population: 2048
C: 62.00%, D: 38.00% | Est. Population: 2048
C: 61.56%, D: 38.44% | Est. Population: 2048
C: 61.76%, D: 38.24% | Est. Population: 2048
C: 61.56%, D: 38.44% | Est. Population: 2048
C: 62.56%, D: 37.44% | Est. Population: 2048
C: 63.80%, D: 36.20% | Est. Population: 2048
